system:index	BCI_max	BCI_mean	BCI_min	BCI_stdDev	BLFEI_max	BLFEI_mean	BLFEI_min	BLFEI_stdDev	BSI_max	BSI_mean	BSI_min	BSI_stdDev	Blue_p10	Blue_p25	Blue_p50	Blue_p75	Blue_p90	Brightness_max	Brightness_mean	Brightness_min	Brightness_stdDev	Green_p10	Green_p25	Green_p50	Green_p75	Green_p90	HAND	MNDWI_max	MNDWI_mean	MNDWI_min	MNDWI_stdDev	Map	NBR_max	NBR_mean	NBR_min	NBR_stdDev	NDBI_max	NDBI_mean	NDBI_min	NDBI_stdDev	NDSI_max	NDSI_mean	NDSI_min	NDSI_stdDev	NDVI_max	NDVI_mean	NDVI_min	NDVI_stdDev	NDWI_max	NDWI_mean	NDWI_min	NDWI_stdDev	NIR_contrast	NIR_corr	NIR_diss	NIR_ent	NIR_idm	NIR_p10	NIR_p25	NIR_p50	NIR_p75	NIR_p90	NIR_var	Red_p10	Red_p25	Red_p50	Red_p75	Red_p90	SWIR1_p10	SWIR1_p25	SWIR1_p50	SWIR1_p75	SWIR1_p90	SWIR2_p10	SWIR2_p25	SWIR2_p50	SWIR2_p75	SWIR2_p90	TPI	TWI	aspect	elevation	slope	.geo
30_0	0.19545823	0.16526298	0.13057092	0.020452765689169372	0.43728727	0.418814	0.3983605	0.011728439619583291	-0.10982068	-0.1309456	-0.15258715	0.012965520555455485	7636	7720	7852	7911	8238	12081.5	10473.794871794873	9579.333333333334	678.7359296485845	8144	8268	8375	8554	9094	31.399902	-0.118950464	-0.14373215	-0.16348009	0.015689144	1	0.35062972	0.31211126	0.27344865	0.022999009134124945	-0.19171761	-0.21287662	-0.24315381	0.016453438	-0.118950464	-0.14373215	-0.16348009	0.015689144	0.41871217	0.3650227	0.31659693	0.030121206	-0.30460688	-0.34583482	-0.39108783	0.026393852	0	1	0	0	1	15629	16701	17148	18767	20078	0	7840	7925	7967	8330	8615	10504	10766	11280	11661	12520	8682	8767	9023	9252	9898	-0.947368421	-3.724758242	341	2329	19	{"type":"MultiPoint","coordinates":[]}
31_0	0.17837678	0.13878216	0.11156727	0.018092276769055927	0.4292633	0.40682095	0.39110267	0.010996990665655716	-0.08667695	-0.11490952	-0.16678286	0.021567904374407625	7637	7724	7881	7927	8038	10918.666666666666	10106.74358974359	9341.833333333334	476.3568278257381	8131	8275	8674	8777	8953	20	-0.095282346	-0.115095906	-0.1454207	0.012576536653215028	1	0.3607661	0.2803325	0.24551147	0.035368418	-0.16584514	-0.19546409	-0.26085797	0.027314065009766065	-0.095282346	-0.115095906	-0.1454207	0.012576536653215028	0.40283552	0.3250604	0.27718017	0.038259840522650135	-0.262313	-0.3035262	-0.37083378	0.032754386	0	1	0	0	1	14221	15019	15777	17054	18666	0	7901	8007	8188	8367	8500	10067	10503	10851	11098	11393	8610	8781	8957	9286	9464	6.623188405797009	-2.980769322	323	2579	9	{"type":"MultiPoint","coordinates":[]}
32_0	0.20116182	0.1653455	0.12158809	0.021558534824631374	0.44027573	0.41511732	0.3846786	0.013566325793464678	-0.048052084	-0.10345581	-0.16990544	0.040168853936819154	7958	7982.5	8116	8284.5	8357	12027.833333333334	11224.86111111111	10645	440.9389331267597	8870	8895.5	9107.5	9359.5	9564	14.399902	-0.10447009	-0.15439062	-0.20021103	0.027761710989046846	1	0.36807302	0.27729174	0.1861358	0.057492416	-0.11349245	-0.18624374	-0.26849133	0.047215564	-0.10447009	-0.15439062	-0.20021103	0.027761710989046846	0.4174785	0.34068972	0.27851477	0.046880874	-0.29085603	-0.3312654	-0.38318452	0.031342874	0	1	0	0	1	16941	17198	18288	18967.5	19861	0	8179	8490	8881.5	9462	9735	11568	11824	12336.5	13284.5	13650	9174	9708.5	10097	11309	11764	-6.637681159	0.8961448548787285	153	2338	6	{"type":"MultiPoint","coordinates":[]}
33_0	0.19058296	0.14353134	0.100532174	0.028464018620466536	0.4322735	0.40005273	0.3707652	0.018165564	-0.050291996	-0.09868562	-0.16070671	0.038692694610553066	7730	7868	7960	8092	8261	11426.333333333334	10752.933333333332	9745.833333333334	467.2702755048535	8623	8734	8840	8883	8935	13.699951	-0.089483395	-0.14451206	-0.18314545	0.029263288	1	0.36511406	0.27110288	0.19279175	0.060831184603628796	-0.12159984	-0.18449882	-0.26458174	0.045910507	-0.089483395	-0.14451206	-0.18314545	0.029263288	0.4154578	0.31878412	0.2331831	0.058914561	-0.25598198	-0.32025427	-0.39640343	0.043995469808102226	0	1	0	0	1	14904	15488	16916	18597	19988	0	8293	8482	8794	9314	9447	10629	11295	12059	12463	12804	8875	9296	9766	10181	11064	-1.623188406	-3.259737299	103	2102	12	{"type":"MultiPoint","coordinates":[]}
34_0	0.21476035	0.19108734	0.16704878	0.017464356503354844	0.4472716	0.43301815	0.42217013	0.008713652	-0.12604287	-0.142778	-0.1755898	0.014121220532819553	7620	7695	7940.5	8233	9829	13502.166666666666	11447.4375	10573.666666666666	950.8023875240985	8390	8494	8791.5	9251.5	11257	142.30005	-0.13470925	-0.16534258	-0.18965843	0.018162112	1	0.383504	0.34189135	0.3148517	0.019871157	-0.21328075	-0.22929938	-0.2698176	0.016613987744779225	-0.13470925	-0.16534258	-0.18965843	0.018162112	0.4580365	0.402507	0.3672452	0.026496335	-0.33827117	-0.38002658	-0.43035394	0.026322496	0	1	0	0	1	18528	19026	19463.5	21280	23844	0	7955	8082.5	8384.5	8745	10536	11646	11950	12386	13159.5	14762	9118	9354.5	9637.5	10190	11863	-5.449275362	-2.314006826	18	2611	14	{"type":"MultiPoint","coordinates":[]}
35_0	0.19468412	0.17485715	0.15302666	0.013001573	0.4384509	0.4242076	0.41253787	0.00766101	-0.0895519	-0.110632226	-0.15683405	0.015665503696589724	7594	7676.5	7926.5	7985.5	8044	10981.166666666666	10469.111111111111	10057.833333333334	256.05964775788186	8298	8356.5	8657	8835.5	8934	74.6001	-0.13234656	-0.1513173	-0.17605005	0.011445444802021818	1	0.35939652	0.28955436	0.2632711	0.023378409	-0.16570985	-0.18545647	-0.2418893	0.018837963	-0.13234656	-0.1513173	-0.17605005	0.011445444802021818	0.41693893	0.34884748	0.31184682	0.024030205804503914	-0.29266566	-0.32750562	-0.38540387	0.020541477	0	1	0	0	1	16245	16496.5	16892.5	17180.5	17529	0	7991	8020.5	8120	8414	8549	11208	11620	11742	11825.5	12046	9165	9231.5	9303.5	9583.5	9615	3.304347826086996	-2.743241927	157	2824	7	{"type":"MultiPoint","coordinates":[]}
36_0	0.21402287	0.17708997	0.12996787	0.016801994326559242	0.45323426	0.41645998	0.38524693	0.013307781686785928	-0.013717674	-0.066919915	-0.11440886	0.03033565	7940	7981	8129	8262	8629	13399	11340.677777777779	10821.5	670.3854238743305	8785	8817	8982	9212	9884	16.799927	-0.15274784	-0.17856511	-0.21566623	0.017886262048882124	1	0.30797234	0.23207882	0.15248437	0.043122861	-0.07228485	-0.13846363	-0.20337531	0.038164239	-0.15274784	-0.17856511	-0.21566623	0.017886262048882124	0.3999879	0.30762717	0.23228087	0.041925424	-0.2541502	-0.3093943	-0.35397738	0.026154768	0	1	0	0	1	16261	16503	17003	18150	18240	0	8642	8726	9159	9844	9932	12268	12501	12807	13850	14752	10004	10224	10506	11317	12261	-0.594202899	-0.354798488	323	1906	5	{"type":"MultiPoint","coordinates":[]}
37_0	0.112168446	0.1030643	0.09417228	0.005958193	0.39593068	0.3884401	0.38244292	0.004274951	-0.10186964	-0.12102959	-0.16186799	0.017029661405612326	7609	7625	7679	7797.5	7893	10301.5	9675.847222222223	9281.166666666666	325.1537845441723	8115	8200	8297	8526.5	8947	89.30005	-0.0778933	-0.083374865	-0.09139699	0.003819975	1	0.3422777	0.27869397	0.2561412	0.024720351258683982	-0.1950283	-0.21104062	-0.26747465	0.021667722	-0.0778933	-0.083374865	-0.09139699	0.003819975	0.36692464	0.30732635	0.2856026	0.023582362657996715	-0.27168384	-0.28929645	-0.340199	0.020196712537962038	0	1	0	0	1	14408	14657.5	14997.5	15835.5	16325	0	7820	7870.5	7952.5	8184	8681	9573	9665.5	9843.5	10182.5	10486	8299	8379.5	8437.5	8852	9251	-0.217391304	-0.546009576	352	2336	7	{"type":"MultiPoint","coordinates":[]}
38_0	0.20025823	0.17777672	0.15306175	0.012327506362326345	0.43969363	0.42723566	0.4142456	0.007277913	-0.110551864	-0.13672116	-0.16057804	0.015270409239010773	7619.5	7701	7868.5	7994	8355	12371.166666666666	10836.933333333332	10350.5	574.5199213256105	8380.5	8437	8644.5	8873	9608.5	51	-0.12777254	-0.14974432	-0.16818163	0.011609012	1	0.35651547	0.32644758	0.29862022	0.020817568315378034	-0.1856987	-0.22147882	-0.24913816	0.018387092	-0.12777254	-0.14974432	-0.16818163	0.011609012	0.4106461	0.38398942	0.3440504	0.023074022	-0.3242869	-0.3592277	-0.38340095	0.020346154	0	1	0	0	1	17036	17748	18761	18963	20353.5	0	7877.5	7916	8249.5	8484	8932.5	11345	11444	11603.5	11983	13046.5	8964.5	9099	9190.5	9594	10603	-0.202898551	-1.645291091	175	2568	19	{"type":"MultiPoint","coordinates":[]}
39_0	0.21249247	0.15250072	0.101215504	0.036784810486341024	0.45351496	0.4166082	0.3850118	0.022606238795266978	-0.08694905	-0.1386689	-0.2035408	0.036648794161525625	7607	7717	7930	8045	8220	12608.833333333334	10578.755555555555	9131.666666666666	1054.9443216247976	8163	8224	8774	9247	9504	215.30005	-0.07872016	-0.120104164	-0.15774548	0.023876815	1	0.42973855	0.31730273	0.2323537	0.061825392	-0.16550516	-0.22562976	-0.3044404	0.044957913	-0.07872016	-0.120104164	-0.15774548	0.023876815	0.48552373	0.36392355	0.26243764	0.072171767	-0.2501858	-0.33566645	-0.44100693	0.061487289	0	1	0	0	1	13723	14962	17185	21071	24500	0	7801	7980	8212	8485	8652	9573	10214	11124	12270	13064	8341	8663	9262	9604	9904	9.753623188405982	-3.799358971	353	2489	37	{"type":"MultiPoint","coordinates":[]}
40_0	0.19410965	0.16715239	0.1383642	0.015574213432461959	0.43613982	0.4199895	0.3999093	0.010082104028249815	-0.08019514	-0.13128912	-0.16968645	0.024687430469924183	7754	7835	7914	7956	8262	12561	10881.380952380952	10429	557.3068689197261	8520	8599	8713.5	8949	9368	0	-0.122216776	-0.14483112	-0.16351755	0.009844102	1	0.3838576	0.31811398	0.24537341	0.038432	-0.16245636	-0.21893285	-0.26342297	0.028533534	-0.122216776	-0.14483112	-0.16351755	0.009844102	0.43527567	0.37203756	0.2942073	0.038360948350408416	-0.28596506	-0.35232484	-0.4093098	0.033429453	0	1	0	0	1	16980	17329	18481	18922	21072	0	8109	8124	8339	8550	9260	11330	11441	11619	12234	12583	9088	9153	9378.5	9766	10225	-4.072463768	1.395319906921995	131	2433	10	{"type":"MultiPoint","coordinates":[]}
41_0	0.20628664	0.18024671	0.15954895	0.013625341792862459	0.44283047	0.42874214	0.41804135	0.007800482	-0.10186959	-0.12898684	-0.15733357	0.012991480713467523	7632	7719	7898	7982	8360	12313.833333333334	10721.858974358971	10218.166666666666	568.1661151	8309	8401	8617	8755	9606	12.100098	-0.12963516	-0.15138654	-0.1737859	0.012603213218768936	1	0.35008734	0.31424108	0.2699285	0.020119670637797307	-0.18208504	-0.20911814	-0.24213703	0.014565730691822822	-0.12963516	-0.15138654	-0.1737859	0.012603213218768936	0.4036245	0.37517637	0.3431693	0.016412070514912717	-0.31593546	-0.3494178	-0.37299258	0.015023891	0	1	0	0	1	16903	17580	17883	18782	19550	0	7895	7954	8055	8355	8795	11373	11450	11554	11700	12712	9043	9083	9116	9408	10402	-11.17391304	-1.620854342	342	2454	14	{"type":"MultiPoint","coordinates":[]}
42_0	0.20155948	0.17917211	0.15717353	0.011937858353639709	0.437524	0.4263768	0.41269106	0.007340601	-0.11965534	-0.1401028	-0.1734222	0.013497683544803721	7660	7765	7888	7979	8095	12858.5	10792.871794871795	10084.666666666666	692.7356464562189	8295	8357	8509	8743	9252	67.09985	-0.1415889	-0.1554609	-0.17766456	0.009244091	1	0.37912273	0.32888946	0.30079645	0.020652445	-0.19813628	-0.22412045	-0.26426032	0.016744876247136196	-0.1415889	-0.1554609	-0.17766456	0.009244091	0.43220338	0.38757518	0.35288346	0.0223995	-0.33885005	-0.36671865	-0.40501595	0.019128326791488615	0	1	0	0	1	17231	17822	18220	18778	20841	0	7913	8001	8040	8346	8598	11235	11316	11643	11914	12628	8944	9049	9177	9452	10101	-6.391304348	-1.729344776	30	2488	13	{"type":"MultiPoint","coordinates":[]}
43_0	0.19800577	0.18022808	0.15671754	0.011361217883964532	0.43647757	0.42706472	0.4142757	0.006471603	-0.12969229	-0.14916037	-0.17297837	0.012971015	7704	7807	7854	7965	8258	12918.333333333334	10941.785714285714	10289.666666666666	638.3066587382414	8290	8411	8491	8729	9252	27	-0.13617021	-0.15605336	-0.17200644	0.009555683	1	0.3783152	0.3441667	0.31707796	0.018703867714262364	-0.2114881	-0.23699425	-0.2645907	0.014675202	-0.13617021	-0.15605336	-0.17200644	0.009555683	0.4345849	0.40005487	0.36858782	0.017434585574734027	-0.3503033	-0.3789669	-0.41125062	0.016742607318676942	0	1	0	0	1	18142	18410	19189	20121	20346	0	7956	8006	8065.5	8370	8767	11246	11490	11712	12000	13096	8948	9051	9169.5	9556	10433	7.130434782608518	-1.650268001	126	2315	12	{"type":"MultiPoint","coordinates":[]}
44_0	0.22210415	0.19650577	0.15050592	0.019459335672935108	0.44880468	0.433792	0.40402368	0.011570297788059224	0.02173864	-0.067013614	-0.102609515	0.036229745	7831	7907.5	8120.5	8292.5	8362	11540.166666666666	10993.902777777776	10601.833333333334	275.4673424411269	8778	8805.5	9065	9270.5	9365	68.09985	-0.14695142	-0.17624304	-0.22205003	0.018426003848858633	1	0.28384247	0.22126113	0.06005488	0.066050614	0.010211925	-0.12318818	-0.17190339	0.052339734	-0.14695142	-0.17624304	-0.22205003	0.018426003848858633	0.36180848	0.31162196	0.18780096	0.051960378	-0.18708	-0.292834	-0.32831517	0.043307419	0	1	0	0	1	13690	16481.5	16724.5	17716.5	18253	0	8377	8512	8629.5	8818.5	8868	12406	12519	12813.5	13285.5	13550	10035	10097	10397	10801.5	11193	8.536231884057997	-3.724732196	53	2996	19	{"type":"MultiPoint","coordinates":[]}
45_0	0.20499109	0.1683296	0.14329754	0.019248058017326007	0.44336975	0.422162	0.40729418	0.011284289184653675	-0.1053243	-0.1254665	-0.164807	0.019080469164890698	7564	7612	7873	7951	8010	11113.166666666666	10413.833333333334	9723.833333333334	453.9450974678954	8284	8311	8659	8846	8868	120.19995	-0.124122255	-0.14163515	-0.16904452	0.015001013286019528	1	0.36568856	0.3070834	0.27208364	0.030764685	-0.1776227	-0.2056314	-0.255937	0.023266976629918477	-0.124122255	-0.14163515	-0.16904452	0.015001013286019528	0.4202145	0.36107007	0.32056558	0.035757772	-0.2966548	-0.33718622	-0.38906547	0.031826604	0	1	0	0	1	15549	16204	16993	19398	19665	0	7892	7954	8125	8291	8337	10665	11030	11451	11953	12137	8791	8947	9166	9417	9439	6.826086956521522	-2.854245945	336	2662	16	{"type":"MultiPoint","coordinates":[]}
46_0	0.2234006	0.18212222	0.14101508	0.022591841	0.4520623	0.42323875	0.40049782	0.014468442013594115	-0.039195713	-0.06464103	-0.099831186	0.017828323	7935	8055	8184	8245	8249	11996.166666666666	10989.424242424242	10620.666666666666	374.12407035414935	8788	8891	9054	9235	9466	32	-0.13721916	-0.17147198	-0.18890612	0.015571294122059173	1	0.2976043	0.23527688	0.18132423	0.030155463	-0.08397436	-0.12692556	-0.16699445	0.022769983415721787	-0.13721916	-0.17147198	-0.18890612	0.015571294122059173	0.37635452	0.301793	0.26550806	0.034819963	-0.2551235	-0.2919102	-0.34501657	0.026540316	0	1	0	0	1	15595	15829	16244	16672	18408	0	8599	8721	8859	9029	9185	12405	12420	12856	13015	13336	9996	10078	10314	10403	10547	-4.463768116	-2.338433476	49	2697	19	{"type":"MultiPoint","coordinates":[]}
47_0	0.18317081	0.16164789	0.13320826	0.013470514	0.43973246	0.41871548	0.40010253	0.010132948875497733	-0.07467391	-0.111995295	-0.15326665	0.023165852	7612	7752	7879.5	7974.5	8017	10906.5	10344.569444444443	9981.166666666666	252.50210356965246	8454	8490	8617.5	8821.5	9011	51.80005	-0.1203202	-0.13541648	-0.15016708	0.008542912	1	0.33749512	0.28642341	0.2361781	0.031298	-0.14317508	-0.1882058	-0.23263936	0.028006843011867913	-0.1203202	-0.13541648	-0.15016708	0.008542912	0.3976797	0.33923036	0.27705485	0.034668574956700185	-0.2649182	-0.3155024	-0.35433885	0.025711776075511762	0	1	0	0	1	15410	15853.5	16477	17321	18354	0	7988	8077.5	8156.5	8279	8575	11152	11217.5	11439	11531.5	11550	9035	9121.5	9216	9336	9529	-2	-2.240145278	120	2681	13	{"type":"MultiPoint","coordinates":[]}
48_0	0.20169893	0.17398205	0.15475364	0.014246906354878975	0.4415558	0.424837	0.41228372	0.008413669	-0.09448359	-0.12467037	-0.15297821	0.016585511	7668	7780	7937	8008	8129	11224.5	10674.28205128205	10260.5	289.89170822633224	8495	8509	8789	8911	8981	0	-0.13074869	-0.14747722	-0.16916467	0.011598849216895923	1	0.35515314	0.30853742	0.26842248	0.025964280222197163	-0.1698059	-0.2051226	-0.23315264	0.019560801117014023	-0.13074869	-0.14747722	-0.16916467	0.011598849216895923	0.41532046	0.36582792	0.31718257	0.027475917	-0.30082652	-0.3421233	-0.38453558	0.023532965	0	1	0	0	1	16447	17379	17985	18413	18996	0	7962	8190	8270	8434	8526	11318	11548	11821	11940	12119	9118	9178	9377	9565	9734	-14.33333333	3.153912761973706	164	2551	7	{"type":"MultiPoint","coordinates":[]}
49_0	0.24922639	0.20218028	0.17122614	0.019608174	0.4737058	0.43853128	0.41999242	0.013100084583019443	-0.12979811	-0.14889936	-0.16543669	0.011150648007221396	7652	7792	7934	7988	8144	13167.5	11206.974358974361	10497	788.2284877592045	8249	8377	8534	8764	9573	210.80005	-0.15446918	-0.17624135	-0.19756915	0.011953018	1	0.3745698	0.34719917	0.31299508	0.016840750347352423	-0.21389982	-0.23367809	-0.25199053	0.013583700598602965	-0.15446918	-0.17624135	-0.19756915	0.011953018	0.47111675	0.41595483	0.37198463	0.026210222	-0.35705855	-0.39358634	-0.42419776	0.019815556	0	1	0	0	1	18200	18853	19396	20363	23678	0	7965	8015	8085	8365	8977	11579	11902	12153	12476	14287	9132	9256	9434	9712	10986	2.1449275362319895	-1.876663657	79	2534	18	{"type":"MultiPoint","coordinates":[]}
50_0	0.23540762	0.19553354	0.15120396	0.019941242845600334	0.47104955	0.43749124	0.41132772	0.013901398	-0.076615386	-0.11914093	-0.15430902	0.025024786	7719	7842	7925	8081	8134	11721.333333333334	11056.151515151518	10680.666666666666	297.77789376112645	8748	8786	8849	9146	9235	101.59985	-0.1314221	-0.16304183	-0.17910866	0.013434878011121497	1	0.3601329	0.3095609	0.2568654	0.034796641	-0.13853766	-0.19611605	-0.23346691	0.029125120771147785	-0.1314221	-0.16304183	-0.17910866	0.013434878011121497	0.44127184	0.37674013	0.316729	0.038969866	-0.29845396	-0.34784257	-0.38864392	0.030716696	0	1	0	0	1	17098	17627	18672	19262	20443	0	8087	8129	8402	8484	8624	12205	12236	12519	12721	12805	9495	9630	9725	9863	9974	3.2318840579710013	-1.601468109	167	2755	16	{"type":"MultiPoint","coordinates":[]}
51_0	0.21100517	0.18293063	0.14274639	0.018870290794131276	0.44476253	0.42907268	0.40328512	0.011258171418215916	-0.07769391	-0.12414499	-0.15873277	0.025818315	7683.5	7803	7980	8024	8191.5	12133.833333333334	10943.7	10522	453.8564004420335	8586	8659	8759	9011	9389	0	-0.13187309	-0.15688713	-0.17973411	0.016605844990189644	1	0.35798478	0.31232864	0.2411989	0.037609427352960315	-0.14063948	-0.20544544	-0.24795741	0.033060472944899645	-0.13187309	-0.15688713	-0.17973411	0.016605844990189644	0.41691557	0.373996	0.30879825	0.036874378	-0.30041537	-0.3509218	-0.389703	0.029572687358209903	0	1	0	0	1	16678	16967	18445.5	19583	20626	0	8052	8095	8352.5	8719	8932.5	11490	11792	12170	12345	13177	9136.5	9317	9563	9894	10541	-3.956521739	2.823246261618733	202	2686	5	{"type":"MultiPoint","coordinates":[]}
52_0	0.19877228	0.17232089	0.14605185	0.016129093626269207	0.44258407	0.42572078	0.41150397	0.010075112272011825	-0.105683506	-0.13030909	-0.16527285	0.015760467	7579	7624	7824	7967	8034	11006.5	10588.075757575758	10217	294.02211972405087	8434	8472	8849	8920	8978	194.80005	-0.11908788	-0.14106958	-0.15624265	0.011910164809714593	1	0.36198485	0.31710413	0.28259805	0.021503656	-0.18878795	-0.21329921	-0.25795007	0.018586226857444706	-0.11908788	-0.14106958	-0.15624265	0.011910164809714593	0.41409788	0.37180108	0.327148	0.024483720766712652	-0.30242166	-0.34396034	-0.37805477	0.019564236144304047	0	1	0	0	1	17022	17164	17483	18889	19280	0	7923	8094	8107	8312	8499	11129	11270	11576	11985	12063	9032	9099	9219	9521	9529	-8.275362319	-1.259311943	21	2851	8	{"type":"MultiPoint","coordinates":[]}
53_0	0.18716262	0.17231299	0.1609756	0.009319398	0.43262315	0.4221026	0.4115197	0.006313175	-0.109470025	-0.1358835	-0.16673142	0.016652700665340067	7723.5	7772	7948	8122	8555	12297.5	10997.6	10366	553.6890733977053	8427	8478	8702	9043	9768.5	190.80005	-0.13934147	-0.15113571	-0.16011934	0.006576766	1	0.37324226	0.3275933	0.29711226	0.021616055752426894	-0.20100003	-0.22319238	-0.25800514	0.017559372146717357	-0.13934147	-0.15113571	-0.16011934	0.006576766	0.42466134	0.38071284	0.35363612	0.022219426	-0.33647633	-0.36203963	-0.39871776	0.018622325	0	1	0	0	1	17551.5	18141	18886	19328	20739.5	0	8061.5	8105	8245.5	8699	9513.5	11445.5	11665	11762	12096	13189	9128	9261	9336	9789	10585.5	7.304347826086996	-3.371439109	113	2556	26	{"type":"MultiPoint","coordinates":[]}
54_0	0.18573622	0.16440645	0.14586546	0.013672101009879757	0.4319273	0.41915402	0.40946358	0.007942	-0.06923041	-0.085048944	-0.10136564	0.010372412460496515	7562	7746	7889	8019	8047	10838.333333333334	10294.037037037038	9775.666666666666	366.0947288340542	8394	8565	8717	8957	9018	103.6001	-0.124165274	-0.14073898	-0.16203377	0.011187465647745703	1	0.27315664	0.24959984	0.23168449	0.015297276859467685	-0.13073368	-0.15217574	-0.16963978	0.013604235421029554	-0.124165274	-0.14073898	-0.16203377	0.011187465647745703	0.3411262	0.30876485	0.28431374	0.020510755	-0.26694626	-0.2867224	-0.3193505	0.017206641	0	1	0	0	1	14601	14803	15803	16507	17267	0	8023	8249	8343	8450	8633	10774	11380	11578	12056	12353	9058	9234	9462	9695	9972	3.028985507246489	-1.986917979	41	2918	20	{"type":"MultiPoint","coordinates":[]}
55_0	0.16842929	0.13816327	0.11819612	0.017669403959543046	0.42140082	0.40422568	0.39079085	0.010038096224387259	-0.08411978	-0.1004033	-0.123829395	0.012440211292137193	7589	7680	7791	7914	8125	12239.666666666666	9971.961538461537	9252.5	776.2327365817936	8050	8156	8314	8533	8976	159.8999	-0.10045983	-0.12067316	-0.1485047	0.014359070807891602	1	0.32319218	0.26331133	0.23697281	0.028453463339392474	-0.15901561	-0.17328812	-0.19924423	0.015458727002093177	-0.10045983	-0.12067316	-0.1485047	0.014359070807891602	0.35129642	0.3039411	0.27209765	0.029983631359047778	-0.25847307	-0.28776827	-0.33325315	0.027113602287498186	0	1	0	0	1	14001	14110	14692	16625	17445	0	7856	7905	7981	8302	8617	10107	10171	10547	11214	11688	8531	8562	8923	9064	9652	-4.971014493	-2.510800106	309	2408	17	{"type":"MultiPoint","coordinates":[]}
