system:index	BCI_max	BCI_mean	BCI_min	BCI_stdDev	BLFEI_max	BLFEI_mean	BLFEI_min	BLFEI_stdDev	BSI_max	BSI_mean	BSI_min	BSI_stdDev	Blue_p10	Blue_p25	Blue_p50	Blue_p75	Blue_p90	Brightness_max	Brightness_mean	Brightness_min	Brightness_stdDev	Green_p10	Green_p25	Green_p50	Green_p75	Green_p90	HAND	MNDWI_max	MNDWI_mean	MNDWI_min	MNDWI_stdDev	Map	NBR_max	NBR_mean	NBR_min	NBR_stdDev	NDBI_max	NDBI_mean	NDBI_min	NDBI_stdDev	NDSI_max	NDSI_mean	NDSI_min	NDSI_stdDev	NDVI_max	NDVI_mean	NDVI_min	NDVI_stdDev	NDWI_max	NDWI_mean	NDWI_min	NDWI_stdDev	NIR_contrast	NIR_corr	NIR_diss	NIR_ent	NIR_idm	NIR_p10	NIR_p25	NIR_p50	NIR_p75	NIR_p90	NIR_var	Red_p10	Red_p25	Red_p50	Red_p75	Red_p90	SWIR1_p10	SWIR1_p25	SWIR1_p50	SWIR1_p75	SWIR1_p90	SWIR2_p10	SWIR2_p25	SWIR2_p50	SWIR2_p75	SWIR2_p90	TPI	TWI	aspect	elevation	slope	.geo
233_0	0.21889001	0.17676368	0.14071451	0.021706469	0.4495135	0.42612055	0.40609026	0.012392212305934827	-0.12720166	-0.14859596	-0.18570065	0.015066818899699427	7656	7771	7905	7977	8076	12055.333333333334	10785.57142857143	10009.333333333334	626.1553629481737	8247	8328	8574.5	8840	9164	72.1001	-0.12144174	-0.15053408	-0.18524116	0.017105054	1	0.40361464	0.3400512	0.29969278	0.027249928438182473	-0.21417809	-0.23573497	-0.27907792	0.017638827680325552	-0.12144174	-0.15053408	-0.18524116	0.017105054	0.4588414	0.39562246	0.34450978	0.032875527101682366	-0.3271116	-0.3727673	-0.43070138	0.029116478889690604	0	1	0	0	1	16922	17223	18703.5	19970	21862	0	7881	7983	8122.5	8334	8543	10712	11024	11698	12194	12895	8788	8919	9211.5	9493	10188	0.26086956521749016	-2.781851328	61	2429	22	{"type":"MultiPoint","coordinates":[]}
234_0	0.2480394	0.19353	0.16750568	0.020142383	0.4660191	0.43336096	0.41832477	0.012006887909970813	-0.12406159	-0.1410186	-0.19422452	0.018262484	7686	7763.5	7914.5	8002	8136	12240.5	10922.51388888889	10290.5	525.2580250340036	8303	8374.5	8539.5	8831.5	8953	133.8999	-0.15030392	-0.1701854	-0.209064	0.014966570622258965	1	0.41424617	0.33570355	0.30962855	0.027573798160756422	-0.20364359	-0.22274569	-0.27888718	0.01944737	-0.15030392	-0.1701854	-0.209064	0.014966570622258965	0.49283475	0.3986477	0.36521256	0.033529976	-0.34998238	-0.3782892	-0.46106848	0.029351766333980137	0	1	0	0	1	17781	18174	18405.5	19945.5	20563	0	8018	8045	8099.5	8377.5	8450	11637	11765	11877.5	12446.5	13006	9188	9234.5	9396	9674.5	10053	-7.579710145	-0.080773116	79	2441	15	{"type":"MultiPoint","coordinates":[]}
235_0	0.23140866	0.20522231	0.14713447	0.019810381570706356	0.45376617	0.4312813	0.38651425	0.015504442736208669	0.07078311	-0.028950257	-0.0838825	0.052793173	8055	8206	8419	8769	9146	13689.833333333334	12180.222222222224	11253.166666666666	743.3515684525779	9240	9609	9754	10165	10547	5.5	-0.17586052	-0.20526367	-0.26403025	0.028347904	1	0.2774294	0.19829753	0.0537291	0.073453831	0.044083394	-0.08516591	-0.15640935	0.065353205	-0.17586052	-0.20526367	-0.26403025	0.028347904	0.35366482	0.28448525	0.14990817	0.066491242	-0.19299778	-0.28538045	-0.32822272	0.041945319	0	1	0	0	1	15937	17542	18029	18585	18764	0	8965	9113	9426	11109	11542	13244	14064	14526	15828	17835	10319	10885	11478	12845	14251	-2.275362319	1.1131868977013082	72	1847	6	{"type":"MultiPoint","coordinates":[]}
236_0	0.13794942	0.12236335	0.11023738	0.00959974	0.4065369	0.39795014	0.39176354	0.005584871	-0.07838297	-0.09739157	-0.11537917	0.009847027	7575	7682	7821	7937	8520	10639.833333333334	9875.296296296296	9418.5	390.67760680059814	8246	8318	8484	8753	9460	201.40015	-0.088412434	-0.101525545	-0.113942556	0.007528579	1	0.2787548	0.24952276	0.19849482	0.020992112	-0.15020879	-0.17396736	-0.1944413	0.011700946389913812	-0.088412434	-0.101525545	-0.113942556	0.007528579	0.32370788	0.29007074	0.25620377	0.019183825	-0.23549378	-0.27064905	-0.30169967	0.01771177	0	1	0	0	1	14119	14352	15288	15616	15815	0	7901	8034	8087	8335	9052	10023	10162	10666	10790	11295	8536	8634	8920	9137	10224	13.637681159420481	-2.235640032	333	2683	4	{"type":"MultiPoint","coordinates":[]}
237_0	0.1918254	0.17932414	0.15574978	0.011414684989567351	0.43536413	0.42512888	0.41182908	0.007342775	-0.061630975	-0.082126044	-0.117484316	0.017885899303756298	7574	7582	7740	8137	8139	11028.666666666666	10369.142857142857	9942.666666666666	354.28209803581206	8306	8338	8529	8882	9012	245.7998	-0.14062802	-0.15934305	-0.16908786	0.008770407	1	0.3025703	0.24570358	0.2094567	0.028900428	-0.11709052	-0.1453233	-0.19073154	0.022943438	-0.14062802	-0.15934305	-0.16908786	0.008770407	0.3690543	0.31621838	0.28444797	0.027838881	-0.27017573	-0.29767942	-0.3405532	0.02314079	0	1	0	0	1	14735	14759	15689	16609	18320	0	8066	8075	8238	8443	8597	11539	11665	11769	12269	12451	9396	9469	9647	9809	9849	5.927536231884005	-3.609399499	47	3165	17	{"type":"MultiPoint","coordinates":[]}
238_0	0.21192747	0.19069816	0.1552277	0.016160190701944726	0.44842556	0.43221566	0.41004065	0.011041335389276721	-0.08538144	-0.12328136	-0.1686865	0.025725983645013974	7713.5	7844	8011.5	8108	8534	13417.666666666666	11388.3	10561.5	720.3664646090486	8575	8806	8957	9227	10174	0	-0.14432241	-0.16651905	-0.1811419	0.010917326517210835	1	0.37465382	0.31709346	0.26234174	0.032875959	-0.16930781	-0.207068	-0.25969788	0.029309701	-0.14432241	-0.16651905	-0.1811419	0.010917326517210835	0.4393317	0.38231906	0.31622472	0.035080557	-0.30614948	-0.36100507	-0.41045937	0.027782992438598882	0	1	0	0	1	17928	18382	18987	20630	21875.5	0	8074.5	8259	8577	8879	9672	11848	12423	12701.5	12854	14139	9304.5	9794	9991.5	10172	11333.5	-9.289855072	2.0724847994021665	171	2490	6	{"type":"MultiPoint","coordinates":[]}
239_0	0.14983714	0.13213056	0.084490284	0.015376704516380237	0.41424102	0.40445346	0.3808064	0.00786439	-0.08114863	-0.14933784	-0.18469553	0.024405913	7757	7771	7804	7917	7978	10945.333333333334	10315.474358974358	9297	370.13290432484877	8404	8445	8593	8709	8806	102	-0.062395915	-0.106407456	-0.12060878	0.014764593	1	0.37935224	0.3255248	0.1830496	0.045754396884179566	-0.14923316	-0.24474837	-0.29522339	0.033531076	-0.062395915	-0.106407456	-0.12060878	0.014764593	0.40727234	0.36469987	0.23081318	0.041994658	-0.20967667	-0.34194586	-0.37861302	0.041166760838343405	0	1	0	0	1	16988	17303	18006	18471	18969	0	8014	8058	8078	8276	8417	10347	10479	10712	10881	11042	8673	8698	8844	9104	9263	0.043478261	-1.983423284	73	2255	10	{"type":"MultiPoint","coordinates":[]}
240_0	0.27355245	0.20347472	0.1087783	0.032407084	0.5007927	0.44143924	0.39201796	0.021447091	-0.057795282	-0.105933644	-0.14787018	0.023910447	7671	7903	7992.5	8052.5	8129	14149	11135.447916666668	9235.833333333334	918.0238527196901	8736	8778.5	8877.5	9085.5	9286	0	-0.08676307	-0.1709713	-0.1919109	0.023479464	1	0.34937394	0.2937771	0.23071682	0.038472157	-0.1115678	-0.17693527	-0.23083097	0.031381593	-0.08676307	-0.1709713	-0.1919109	0.023479464	0.45969057	0.36656514	0.26621193	0.048276668	-0.24543908	-0.33743465	-0.38352957	0.036918734	0	1	0	0	1	15956	17247.5	18312.5	19241	20093	0	8166	8283	8408.5	8524.5	8883	12459	12572	12726	12984	13377	9613	9751.5	9871	10071.5	10402	-3.956521739	6.439104564537289	15	2154	10	{"type":"MultiPoint","coordinates":[]}
241_0	0.15769145	0.1229323	0.10511392	0.012369414004658286	0.41547188	0.39865252	0.3879982	0.006225255	-0.10020409	-0.12433021	-0.1556328	0.014106071601350393	7651	7663.5	7701	7883	7966	11747.166666666666	10059.833333333334	9568.333333333334	559.8757095866495	8262	8291.5	8393	8673	9129	37.80005	-0.08335081	-0.10101042	-0.13515656	0.012282467373888018	1	0.33042693	0.28761297	0.251983	0.020097762	-0.18409725	-0.21360497	-0.25454614	0.017936140032481847	-0.08335081	-0.10101042	-0.13515656	0.012282467373888018	0.36313882	0.327926	0.3091236	0.015270077368226994	-0.28985095	-0.30798814	-0.33947566	0.013931908164905856	0	1	0	0	1	15531	15641	15968	16563	16937	0	7913	7925.5	7999	8283.5	8837	10064	10095.5	10259.5	10588.5	10913	8535	8557.5	8656.5	9098.5	9427	-3.739130435	-0.663796789	120	2295	7	{"type":"MultiPoint","coordinates":[]}
242_0	0.18524082	0.16416006	0.1396084	0.011120991996410014	0.43091932	0.41928184	0.40636763	0.005806028	-0.105394	-0.13011475	-0.15775856	0.014699015450259298	7751	7786	7850	7928	8001	10811.333333333334	10518.726190476189	10029.666666666666	208.76183178282835	8468	8520	8618.5	8752	8813	14.600098	-0.1181709	-0.13982168	-0.157087	0.010964878773880433	1	0.35879117	0.31489664	0.26444358	0.025031479947693305	-0.18668123	-0.21404217	-0.25195011	0.019151879	-0.1181709	-0.13982168	-0.157087	0.010964878773880433	0.3991246	0.36525676	0.31800178	0.022044399428309984	-0.29827216	-0.34350863	-0.3710352	0.020777945022327673	0	1	0	0	1	16305	17463	17690.5	18185	18820	0	8016	8106	8177	8370	8437	11097	11270	11499	11699	11762	8878	8975	9216.5	9347	9498	-4.724637681	-0.82481454	158	2285	5	{"type":"MultiPoint","coordinates":[]}
243_0	0.25037292	0.21569945	0.12667893	0.030403307614164807	0.467078	0.44746926	0.4038652	0.015596033027432343	-0.12938537	-0.15664577	-0.18970019	0.018089087	7699	7753	8095	8195	8695	13206.333333333334	11698.214285714286	9814.333333333334	815.5454826313339	8554	8582	8937.5	9065	10080	113.8999	-0.09565877	-0.18382946	-0.21181057	0.029372124	1	0.41387615	0.3625792	0.32106742	0.028975923051563338	-0.21215582	-0.24114124	-0.27457872	0.018637228714003626	-0.09565877	-0.18382946	-0.21181057	0.029372124	0.48882985	0.43379635	0.35532975	0.036533261	-0.32758412	-0.40654737	-0.45492095	0.035400329	0	1	0	0	1	19106	20761	21502	22797	23632	0	7953	8078	8309	8539	9424	12418	12851	12992	13831	14693	9542	9715	9818	10133	11596	-0.15942029	-1.695730858	135	2590	10	{"type":"MultiPoint","coordinates":[]}
244_0	0.21957107	0.19215415	0.15761279	0.019605421119665428	0.45243135	0.43389672	0.4138957	0.011272979329896652	-0.083153814	-0.12727748	-0.16383961	0.023284816	7701	7809.5	7909.5	8048	8097	11757.5	11010.541666666666	10460.5	324.0867305	8632	8662	8778	9002	9161	17.800049	-0.13193886	-0.16535158	-0.19241142	0.017603014	1	0.38149762	0.31956246	0.26887456	0.032334261625517544	-0.16333254	-0.20798002	-0.252681	0.027166254	-0.13193886	-0.16535158	-0.19241142	0.017603014	0.4474281	0.38442296	0.3128905	0.034744883126078485	-0.29590255	-0.36076143	-0.41237974	0.029148903	0	1	0	0	1	17351	17921	18545.5	19460	20516	0	8096	8152	8364.5	8438	8695	11793	12190	12389	12623.5	12822	9374	9590	9754	9863	9887	5.4927536231884915	-0.861798238	99	2814	12	{"type":"MultiPoint","coordinates":[]}
245_0	0.2022396	0.17775431	0.15582871	0.013103511	0.44077143	0.42482552	0.4117972	0.008017191	-0.11156124	-0.12894693	-0.15216991	0.013787041591027583	7646	7778	7942	8025	8223	11522.5	10653.48717948718	10107.833333333334	415.40786497132854	8249	8387	8487	8790	8837	297	-0.1409002	-0.15645613	-0.17006391	0.009687543	1	0.34978047	0.31139857	0.28720033	0.020314419500767816	-0.1879279	-0.20847572	-0.23284532	0.015342298782127287	-0.1409002	-0.15645613	-0.17006391	0.009687543	0.41381755	0.3722868	0.33928156	0.022215069633359508	-0.32570463	-0.35333532	-0.38565817	0.017855604826957056	0	1	0	0	1	16807	17004	17959	18956	19687	0	7989	8031	8106	8326	8516	11073	11411	11660	12052	12454	9035	9199	9330	9619	9762	-1.101449275	-1.873418418	86	2618	12	{"type":"MultiPoint","coordinates":[]}
246_0	0.19233815	0.1595412	0.13166218	0.014238792835112455	0.43467867	0.41733038	0.39790508	0.008659031	-0.06503652	-0.11714643	-0.15092647	0.024200447	7707	7758.5	7808.5	7908.5	8116	11573.166666666666	10576.65277777778	10199.5	365.4713563	8551	8609.5	8649.5	8918	9367	139	-0.11387206	-0.13441473	-0.16343088	0.013494059	1	0.33544612	0.29862338	0.22375058	0.034106516	-0.14002965	-0.20101455	-0.24554022	0.030122661662240296	-0.11387206	-0.13441473	-0.16343088	0.013494059	0.39502466	0.3490941	0.27039784	0.03459873	-0.2618888	-0.32650545	-0.36953595	0.028620312456346355	0	1	0	0	1	16014	16671.5	17428.5	18101.5	18814	0	8088	8107	8256.5	8452.5	9130	11090	11203	11570	11829.5	12045	9084	9105	9300	9494	10112	3.913043478260988	-2.17560529	153	2352	8	{"type":"MultiPoint","coordinates":[]}
247_0	0.18737097	0.16623373	0.15304936	0.011003543784784476	0.4310995	0.41950503	0.41179773	0.006279861	-0.12366128	-0.13755399	-0.17120786	0.013632956675524069	7679	7761	7896	7962	8029.5	10980.833333333334	10512.95	10064.666666666666	273.3896694991858	8319	8380	8483.5	8641	8864	133.59985	-0.13300647	-0.14405212	-0.1616908	0.00968741	1	0.37455624	0.32519487	0.30247396	0.021197229	-0.20603852	-0.22231685	-0.2621851	0.015423414	-0.13300647	-0.14405212	-0.1616908	0.00968741	0.42301518	0.37456465	0.35232314	0.021520303	-0.33574203	-0.35491076	-0.39665195	0.019259589	0	1	0	0	1	17137.5	17418	17535.5	18374	19458	0	7964.5	8010	8085.5	8322	8479.5	10947	11090	11424.5	11656	11890.5	8788.5	8911	9111.5	9276	9594	-0.405797101	-1.141548318	348	2338	13	{"type":"MultiPoint","coordinates":[]}
248_0	0.20641302	0.18857099	0.1639814	0.012833859550096244	0.44657367	0.43038502	0.41413477	0.008989977	-0.07987476	-0.10449762	-0.14154677	0.017694801663818573	7686	7823	7902	8034	8108	11586.5	10724.303030303032	10324	336.7037694690056	8469	8502	8644	9040	9090	26.800049	-0.15363128	-0.16663212	-0.18207498	0.010543736683593414	1	0.337957	0.28655142	0.2577532	0.026275162967696945	-0.14363012	-0.17601468	-0.21421967	0.020657504	-0.15363128	-0.16663212	-0.18207498	0.010543736683593414	0.39971668	0.35266674	0.3161454	0.027284668270294375	-0.30655682	-0.33281857	-0.37352094	0.020177068	0	1	0	0	1	16486	16565	17127	17550	19042	0	8111	8115	8294	8539	8687	11897	12001	12135	12345	12390	9384	9530	9608	9866	10010	-3.768115942	-2.223102523	167	2674	17	{"type":"MultiPoint","coordinates":[]}
249_0	0.154563	0.13113183	0.10470647	0.014049617677471893	0.41261235	0.40199733	0.3914565	0.007052705	-0.059261978	-0.09730999	-0.12689184	0.015602425493759781	7660	7701	7792	8102	8334	12296.166666666666	10262.545454545456	9441.166666666666	848.0609257549993	8300	8420	8454	8958	9938	168.19995	-0.0792783	-0.11065493	-0.13765624	0.014167746761021569	1	0.29655492	0.26008454	0.23669231	0.015125008	-0.15110172	-0.1776234	-0.20601428	0.014023864524292495	-0.0792783	-0.11065493	-0.13765624	0.014167746761021569	0.34227973	0.3016652	0.276665	0.018861968	-0.25281745	-0.2826872	-0.31574208	0.01699928	0	1	0	0	1	14230	14835	15449	16804	18342	0	7997	7999	8166	8657	9476	10171	10328	10699	11106	12511	8783	8793	8902	9425	10612	5.826086956521522	-3.187304376	156	2856	22	{"type":"MultiPoint","coordinates":[]}
250_0	0.21264055	0.17819911	0.13180989	0.019902078	0.44443023	0.4242006	0.39177015	0.013691386626166155	-0.050960667	-0.10900072	-0.16467977	0.032787243	7809.5	8004	8058	8123	8299.5	11660.833333333334	11197.55	10798.333333333334	271.3876076962743	8759.5	8893	9200	9246	9588	12.100098	-0.13943318	-0.15926117	-0.18822455	0.015112087892635474	1	0.37955272	0.29953015	0.23482887	0.045352389396964475	-0.13735099	-0.1907573	-0.25892884	0.038952985	-0.13943318	-0.15926117	-0.18822455	0.015112087892635474	0.432315	0.356323	0.26437458	0.04591657	-0.271583	-0.33956522	-0.39614588	0.034426965	0	1	0	0	1	17147	17279	18795	19108	20549.5	0	8304.5	8557	8727	8866	9501	11881.5	12440	12593	13017	13199.5	9336.5	9710	10026.5	10413	10536.5	-5.739130435	0.4538776670956341	328	2481	12	{"type":"MultiPoint","coordinates":[]}
251_0	0.22283609	0.18770829	0.07838958	0.036860278	0.4533502	0.42860058	0.37548646	0.020272831732496256	0.00545673	-0.08683381	-0.16428371	0.053508310805860604	7802	7999	8102.5	8278	8588	12106.666666666666	11280.023809523807	8695.166666666666	783.0306149044096	8869	8991	9174	9346	9980	91.30005	-0.06253646	-0.17042479	-0.24055314	0.043091398	1	0.3747329	0.2647768	0.14824077	0.073386239	-0.041257612	-0.15677044	-0.2532742	0.066695618	-0.06253646	-0.17042479	-0.24055314	0.043091398	0.43207425	0.3335624	0.19459823	0.072705675	-0.17922264	-0.3185605	-0.39152136	0.055994518739145044	0	1	0	0	1	16339	16758	18613	19333	19986	0	8181	8338	8631.5	9454	10090	11620	12775	12998	13955	14685	9287	9791	10131	10956	11704	-3.289855072	-0.977275844	171	2304	11	{"type":"MultiPoint","coordinates":[]}
252_0	0.2067813	0.17370662	0.1456106	0.015658855538272558	0.44416538	0.42372197	0.40696093	0.009494227	-0.11638082	-0.14139308	-0.18407272	0.016782836994307677	7658	7744	7864	7941	8024	11479.5	10629.115384615385	10219.333333333334	366.35756426137715	8309	8390	8557	8780	8817	169.80005	-0.13034865	-0.14993118	-0.17110087	0.010907153673126238	1	0.3957115	0.33432353	0.29685646	0.025612448010794944	-0.19513528	-0.22702461	-0.2735384	0.019000050398812227	-0.13034865	-0.14993118	-0.17110087	0.010907153673126238	0.454606	0.38528475	0.3503165	0.027633064	-0.33115178	-0.36438918	-0.42475942	0.024186068120328922	0	1	0	0	1	17308	17492	17886	19381	19799	0	7944	8020	8111	8287	8416	11083	11156	11412	11868	12130	8841	8970	9117	9455	9484	-0.043478261	-2.965983154	42	2493	26	{"type":"MultiPoint","coordinates":[]}
253_0	0.14722832	0.12628378	0.10891297	0.009967171	0.41219068	0.3995271	0.38946462	0.006102191	-0.09612565	-0.11234203	-0.1403906	0.012399673245735989	7673	7704.5	7803	7905.5	8006	10425.5	9947.736111111111	9501	265.1895763056107	8318	8348.5	8413.5	8809.5	8856	64.200195	-0.09363064	-0.10617044	-0.119928315	0.007317328	1	0.3168642	0.27622575	0.25697842	0.0183229	-0.18042932	-0.1949485	-0.23248145	0.015640793398741963	-0.09363064	-0.10617044	-0.119928315	0.007317328	0.346516	0.31345385	0.2846519	0.018521985862346848	-0.27040052	-0.29498857	-0.32386088	0.015508432662598735	0	1	0	0	1	15029	15176.5	15717.5	16313	16513	0	7981	7996.5	8081.5	8436	8513	10241	10307.5	10509	10781.5	10985	8562	8648	8772.5	9164.5	9309	5.840579710144993	-2.434257356	37	2566	5	{"type":"MultiPoint","coordinates":[]}
254_0	0.21990453	0.1761635	0.1438433	0.022407237	0.4465904	0.41820046	0.39246243	0.016285109284506397	-0.009825701	-0.05984623	-0.109441645	0.033798897	7822	7996	8068.5	8238.5	8364	12367.5	11149.98611111111	10691.166666666666	450.35685674614035	8872	8978.5	9056	9371	9524	45.900146	-0.13630939	-0.1713602	-0.20208	0.018841206	1	0.3028193	0.22466777	0.12119272	0.059649134183240755	-0.06478833	-0.13167387	-0.1906637	0.04366749	-0.13630939	-0.1713602	-0.20208	0.018841206	0.3940467	0.30009598	0.21726097	0.057317757	-0.23861128	-0.29606724	-0.37317362	0.041845705	0	1	0	0	1	14890	15668.5	16766.5	17748	19641	0	8468	8569	9135.5	9460	9922	12240	12350	12883.5	13254	14182	9803	10044	10935.5	11244.5	11671	2.362318840579519	-0.861790629	141	2279	12	{"type":"MultiPoint","coordinates":[]}
255_0	0.23032524	0.18472499	0.13232896	0.025376442	0.45967326	0.42933515	0.39471835	0.016179346577164563	-0.083223365	-0.12926888	-0.18400149	0.034380509020571645	7809	7894	8051	8180	8335	12596.666666666666	11343.71212121212	10734.166666666666	521.7984008850866	8763	8802	9035	9200	9266	0	-0.13017558	-0.16040951	-0.18774894	0.018936968585851147	1	0.4071819	0.3193223	0.24231412	0.052876451	-0.15984456	-0.2127972	-0.2741081	0.040352511	-0.13017558	-0.16040951	-0.18774894	0.018936968585851147	0.47447768	0.38160706	0.29087916	0.054068295	-0.29123357	-0.36042598	-0.43563664	0.045237352	0	1	0	0	1	17093	17908	19546	20601	20901	0	8159	8168	8650	8867	9042	12116	12202	12335	12972	13429	9460	9465	9914	10201	10425	-8.072463768	2.7548020696788593	117	2452	4	{"type":"MultiPoint","coordinates":[]}
256_0	0.20170538	0.17746551	0.14378014	0.014291655422060014	0.44239062	0.42560834	0.40100586	0.010018614575670375	-0.04838605	-0.12284147	-0.15730028	0.035584570198509524	7757	7856	7903	7940	8001	11106.166666666666	10809.23076923077	10285.5	229.83974850624463	8558	8689	8738	8839	9012	76.09985	-0.123854384	-0.1535479	-0.17556818	0.012513221684052675	1	0.3610358	0.31133914	0.20693694	0.049094229	-0.118918344	-0.20419174	-0.24664505	0.043921677	-0.123854384	-0.1535479	-0.17556818	0.012513221684052675	0.42281118	0.36774442	0.25857925	0.048479197	-0.25714287	-0.34665984	-0.39216593	0.039114857	0	1	0	0	1	15972	17663	18092	19601	19762	0	8076	8172	8316	8462	8678	11818	11852	11991	12172	12414	9288	9364	9426	9692	9962	1.0724637681159948	-0.191649139	170	2318	10	{"type":"MultiPoint","coordinates":[]}
257_0	0.1698171	0.15891089	0.13449156	0.010347480472448487	0.42695713	0.4167341	0.40528774	0.005893888	-0.081699975	-0.10240215	-0.124002084	0.011451045451103623	7625	7712.5	7856	7949.5	7985	11336.166666666666	10245.027777777776	9741.166666666666	384.44352420412486	8302	8419.5	8580.5	8782.5	8911	29.099854	-0.10943434	-0.13458113	-0.14947239	0.011522599542006889	1	0.29682034	0.2710472	0.23420106	0.017014664	-0.14586571	-0.17495444	-0.20190395	0.016034193693258904	-0.10943434	-0.13458113	-0.14947239	0.011522599542006889	0.35506874	0.3247721	0.28423986	0.018334119	-0.26268464	-0.30238897	-0.3255195	0.016247833983045083	0	1	0	0	1	14776	15822.5	16156.5	16504	16681	0	7968	8036.5	8133.5	8369	8566	10991	11096	11224	11525	11602	9003	9032.5	9091	9359.5	9477	-3.405797101	-1.047955258	143	2782	5	{"type":"MultiPoint","coordinates":[]}
258_0	0.216325	0.17516954	0.08509627	0.030563364967268608	0.45126826	0.42684153	0.3834448	0.015251700737336902	-0.09938453	-0.12644985	-0.14837828	0.017460509994022416	7675	7779	7930.5	8025	8036	12173.666666666666	10743.02777777778	8941.5	709.8592545465566	8491	8615.5	8745	9005	9148	94.6001	-0.057141203	-0.14506179	-0.17404464	0.030095898519307003	1	0.3436557	0.31436056	0.23346524	0.02939187	-0.17829178	-0.20771402	-0.23177469	0.019845216930710025	-0.057141203	-0.14506179	-0.17404464	0.030095898519307003	0.41526103	0.36908785	0.25945166	0.037976361273106614	-0.23305863	-0.34219378	-0.37791982	0.035844844	0	1	0	0	1	17757	17802.5	18224	18779.5	20263	0	7968	8033.5	8226.5	8473.5	8596	11163	11508	11905	12337	12994	8947	9133	9344.5	9694.5	9898	-8.130434783	-2.965994488	15	2459	26	{"type":"MultiPoint","coordinates":[]}
259_0	0.1821743	0.16262053	0.13105132	0.013385132162848515	0.4328453	0.41650072	0.39633352	0.00972926	-0.09649365	-0.14454816	-0.21062565	0.032842511	7707	7835	7872.5	7927	8092	11267.666666666666	10780.016666666666	10418.333333333334	283.3458668796857	8337	8498	8659	8749	9077	121.5	-0.1254497	-0.14382005	-0.16104832	0.0086447	1	0.4199338	0.3325172	0.27421564	0.042128907797888845	-0.18284363	-0.23627263	-0.31509918	0.038205219	-0.1254497	-0.14382005	-0.16104832	0.0086447	0.4702781	0.3836239	0.31255573	0.043619282	-0.30740768	-0.36741084	-0.4394477	0.035475544926685955	0	1	0	0	1	17230.5	17667	18329	19872	21091.5	0	7971	8038	8299	8506	8915.5	11085	11377	11646	11868	11980.5	8956	9114	9369	9611	9858	1	0.9562432443136678	108	2340	3	{"type":"MultiPoint","coordinates":[]}
260_0	0.23470472	0.19295882	0.15581016	0.021408237757303935	0.46120086	0.43656754	0.4149697	0.013183881164411966	-0.100703925	-0.14275788	-0.18904346	0.026620441103176476	7689	7754	7906	8056	8186	12200.166666666666	11141.78787878788	10539.666666666666	562.3334055922566	8581	8588	8970	9090	9104	273.69995	-0.13215944	-0.15957342	-0.18981935	0.015833530818326797	1	0.4050316	0.3358666	0.2751423	0.039791623	-0.17886464	-0.22716926	-0.27608424	0.030912890543455536	-0.13215944	-0.15957342	-0.18981935	0.015833530818326797	0.47970492	0.40185893	0.32560065	0.043353280605402444	-0.30384168	-0.37283882	-0.44270322	0.037598237	0	1	0	0	1	17383	17521	19477	21062	21172	0	8047	8064	8231	8547	8608	11702	11834	12075	12823	13370	9325	9430	9550	9930	9980	-5.130434783	-1.547012845	168	2808	13	{"type":"MultiPoint","coordinates":[]}
261_0	0.18681431	0.15002671	0.1220038	0.018022004581223577	0.43268067	0.41238168	0.395163	0.010466184874419207	-0.08308822	-0.122404255	-0.15795128	0.02285678	7659.5	7678	7743	7935	8028.5	10736.833333333334	10258.15	9692.333333333334	364.1740079351734	8304.5	8379	8475	8799	8951.5	163.40015	-0.10514231	-0.12589662	-0.15584932	0.014249625730662163	1	0.35392392	0.29549816	0.24173972	0.035204057	-0.16135962	-0.20518193	-0.24772778	0.028446471	-0.10514231	-0.12589662	-0.15584932	0.014249625730662163	0.4153214	0.34420532	0.27789268	0.039103166036971025	-0.26475874	-0.3224934	-0.38857493	0.03452717	0	1	0	0	1	14934	15514	16927	17671	18768	0	7947	7968	8066	8303	8605	10437	10817	10992.5	11525	11646	8738	8996	9127	9221	9457.5	-0.188405797	-2.980770957	209	2694	9	{"type":"MultiPoint","coordinates":[]}
262_0	0.16713367	0.12881047	0.11523745	0.015225716885258632	0.41955835	0.39795324	0.38871872	0.010054899	-0.024311252	-0.07612732	-0.11497869	0.026687431193296873	7642	7726	7773	7915	8222	11588	9910.7	9209.833333333334	627.0971104	8181	8216	8401	8607	9267	44.099976	-0.10005233	-0.116049096	-0.14598942	0.013006776733224154	1	0.28612065	0.21761972	0.15135077	0.041844857	-0.08743427	-0.14408807	-0.2058467	0.035320028	-0.10005233	-0.116049096	-0.14598942	0.013006776733224154	0.35068867	0.26771867	0.22612734	0.036937162	-0.22751522	-0.2558255	-0.318862	0.028534950039904076	0	1	0	0	1	13123	13320	14143	15782	16131	0	7984	8091	8172	8387	9413	10134	10277	10514	10855	12332	8679	8767	8954	9549	10976	2.5797101449275033	-1.988227321	135	2091	3	{"type":"MultiPoint","coordinates":[]}
